0.00000000000000000e+00 0.00000000000000000e+00
1.00000000000000000e+00 9.99999999000000000e+08
2.44060933333332604e+06 1.05729630995763380e+00
2.44063641666665208e+06 1.05675604569638115e+00
2.44066399999998091e+06 1.05461927292754343e+00
2.44069174999998044e+06 1.05218144310920003e+00
2.44071958333331766e+06 1.05132040156953388e+00
2.44074733333332464e+06 1.05267067404763370e+00
2.44077500000000000e+06 1.05521402634134032e+00
2.44080241666667536e+06 1.05714416062484817e+00
2.44082954166668188e+06 1.05735110134082744e+00
2.44085683333335165e+06 1.05587090589582222e+00
2.44088441666668421e+06 1.05346423076836504e+00
2.44091225000001211e+06 1.05177184336596530e+00
2.44094012500000419e+06 1.05208966745589261e+00
2.44096795833332837e+06 1.05413471114276813e+00
2.44099554166665347e+06 1.05626577803048494e+00
2.44102266666664835e+06 1.05715787950627416e+00
2.44104983333331347e+06 1.05650058040952177e+00
2.44107737499998277e+06 1.05429769196317391e+00
2.44110508333332278e+06 1.05201478585124653e+00
2.44113287499999767e+06 1.05142007987039920e+00
2.44116062500000652e+06 1.05302817069912380e+00
2.44118833333334699e+06 1.05573488019269801e+00
2.44121575000001770e+06 1.05764571398918372e+00
2.44124283333335118e+06 1.05775099437302078e+00
2.44127012500001397e+06 1.05627222310196855e+00
2.44129779166667350e+06 1.05387625504198335e+00
2.44132566665509017e+06 1.05219191177917715e+00
2.44135354165508132e+06 1.05249995804401442e+00
2.44138129165507527e+06 1.05447409352582677e+00
2.44140879165507294e+06 1.05653665342073122e+00
2.44143591665507481e+06 1.05737777210197614e+00
2.44146312498841295e+06 1.05654920716313128e+00
2.44149062498842133e+06 1.05426893244888564e+00
2.44151833331018966e+06 1.05206511346839715e+00
2.44154612497686362e+06 1.05160971150892024e+00
2.44157391664353572e+06 1.05332407408157436e+00
2.44160162497687014e+06 1.05599044027735167e+00
2.44162904164353386e+06 1.05768070544263226e+00
2.44165604164352734e+06 1.05765048724294330e+00
2.44168341664351849e+06 1.05606579460732619e+00
2.44171116663193563e+06 1.05348315637016587e+00
2.44173904163192865e+06 1.05169969437254074e+00
2.44176687496525794e+06 1.05200603192780817e+00
2.44179458329859236e+06 1.05400149415548761e+00
2.44182208329859702e+06 1.05607444966977382e+00
2.44184920829860447e+06 1.05685415871723709e+00
2.44187641663194634e+06 1.05593653062433557e+00
2.44190391663195472e+06 1.05371029872231481e+00
2.44193162496529380e+06 1.05167631547371410e+00
2.44195945829862962e+06 1.05143626604227358e+00
2.44198729163196124e+06 1.05331601162032507e+00
2.44201504163195519e+06 1.05596358038505400e+00
2.44204241663194681e+06 1.05749658453688666e+00
2.44206941662036348e+06 1.05742242953648402e+00
2.44209683328702254e+06 1.05573057949099391e+00
2.44212458328701789e+06 1.05310644492120620e+00
2.44215241662035091e+06 1.05146984436211266e+00
2.44218020828702115e+06 1.05200212833614826e+00
2.44220791662036162e+06 1.05419196600818954e+00
2.44223537495370349e+06 1.05636827244460529e+00
2.44226254162037885e+06 1.05711264379623016e+00
2.44228970828705188e+06 1.05616763367948430e+00
2.44231720828705514e+06 1.05403702321617243e+00
2.44234495828705467e+06 1.05216786805859108e+00
2.44237283328704955e+06 1.05209461338208632e+00
2.44240066662037512e+06 1.05401981956690549e+00
2.44242837494212482e+06 1.05652272264535885e+00
2.44245566660878342e+06 1.05791828249986208e+00
2.44248270827544481e+06 1.05775610602990011e+00
2.44251016660877643e+06 1.05583526069014133e+00
2.44253791660877923e+06 1.05312840198224000e+00
2.44256566660878574e+06 1.05157984220240563e+00
2.44259345827546064e+06 1.05224409008927533e+00
2.44262116660880297e+06 1.05451761505706032e+00
2.44264866660880996e+06 1.05666006938526325e+00
2.44267579160881415e+06 1.05726659795607802e+00
2.44270295827548113e+06 1.05625006797526422e+00
